file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
djv_prodShadow1_caca2,0.0,0.9697732426303854,djv,-47.36090024967783,-54.084373474121094,1.0095961183067304,19.84674688966855
mam_prodShadow1_paka1,0.0,0.687,mam,-51.17736993319746,-53.894073486328125,1.0095961183067304,13.706308557441764
jmt_prodShadow1_oka2,0.0,0.872,jmt,-48.21996228448276,-52.20738220214844,1.0095961183067304,15.75612541106255
jal_prodShadow1_oka1,0.0,0.7969387755102041,jal,-48.868447875976564,-53.35043716430664,1.0095961183067304,15.905412831942467
djv_prodShadow1_kaka,0.0,0.9697732426303854,djv,-48.56036062338917,-56.87295913696289,1.0095956060202425,17.25249014907815
mam_prodShadow1_kaka,0.0,0.67,mam,-54.83992391557836,-56.16415309906006,1.0095953498769985,13.154921845838844
mam_prodShadow1_caca1,0.0,0.87,mam,-51.8961251795977,-56.48582744598389,1.0095950937337546,13.84877466955121
djv_prodShadow1_taka,0.0,0.999,djv,-52.9040283203125,-59.954670906066895,1.0095950937337546,17.288191928187242
djv_prodShadow1_caca1,0.0,0.911,djv,-48.8659909426511,-54.61464309692383,1.0095950937337546,19.77129306580052
jal_prodShadow1_gota1,0.0,0.932,jal,-49.44785891297043,-55.493714332580566,1.0006971107237177,16.960277267029316
ems_prodShadow1_oka,0.0,0.914,ems,-56.10563508756868,-57.04515075683594,1.0006971107237177,9.694906314183479
djv_prodShadow1_gota2,0.0,0.7798185941043084,djv,-55.72911658653846,-58.71903705596924,1.0006968216469252,16.439315343649604
mam_prodShadow1_taka1,0.0,0.906,mam,-48.79120342548077,-52.98292255401611,0.98932851413557,13.173185676855267
djv_prodShadow1_epa2,0.0,0.8967120181405895,djv,-52.05530056423611,-53.257633209228516,0.9826786563217125,17.019673999927726
djv_prodShadow1_bala,0.0,0.9989795918367347,djv,-50.71251953125,-52.92241096496582,0.9826786563217125,14.271934136177396
blr_prodShadow1_apa2,0.0,0.907,blr,-50.73885001717033,-51.98108927408854,0.9826784234717588,13.334824642700195
djv_prodShadow1_epa1,0.0,0.9697732426303854,djv,-49.14649947648196,-52.36621983846029,0.9826781906218052,17.86692300511315
jal_prodShadow1_ada2,0.0,0.986,jal,-47.57848011363637,-56.90349451700846,0.9826781906218052,17.812059657198127
bco_prodShadow1_oka1,0.0,0.585,bco,-54.7015815346928,-56.23579788208008,0.9826781906218052,12.837583811703816
jkw_prodShadow1_epa2,0.0,1.082562358276644,jkw,-47.731486002604164,-56.452555338541664,0.9826781906218052,15.855664653774621
djv_prodShadow1_eda,0.0,1.0866666666666667,djv,-53.75877114392202,-50.90950139363607,0.9826781906218052,16.736903845640317
djv_prodShadow1_uta2,0.0,0.7798185941043084,djv,-57.41379957932692,-59.78878402709961,0.9826781906218052,16.179546269277264
djv_prodShadow1_apa2,0.0,1.057,djv,-49.43884507665094,-52.32630157470703,0.9826781906218052,19.019782157924006
djv_prodShadow1_oka,0.0,1.0866666666666667,djv,-53.61363514191514,-61.54066467285156,0.9826781906218052,15.717050556953847
djv_prodShadow1_gaka2,0.0,0.911,djv,-50.42987530048077,-58.9628849029541,0.9826781906218052,20.26376639661479
mav_prodShadow1_apa,0.0,0.87,mav,-48.25248630567529,-53.27896372477213,0.9826781906218052,12.964719256448177
djv_prodShadow1_daka1,0.0,0.9405442176870749,djv,-50.218105884308514,-55.43820571899414,0.9826781906218052,17.87332896092498
djv_prodShadow1_uta,0.0,0.867,djv,-54.54612293462644,-59.56780497233073,0.9826781906218052,14.742785838923421
djv_prodShadow1_ita2,0.0,0.882,djv,-52.03535600142045,-52.97829818725586,0.9826781906218052,17.322045243001178
jkw_prodShadow1_uta,0.0,1.034,jkw,-50.78560186589806,-56.26508585611979,0.9826781906218052,11.622522752612037
djv_prodShadow1_gaka,0.0,0.9697732426303854,djv,-54.17930996295103,-61.85646057128906,0.9826781906218052,18.401952617435597
djv_prodShadow1_paka2,0.0,0.9259410430839002,djv,-49.75727696572581,-55.21395206451416,0.9647377402447218,17.871610673317676
jmt_prodShadow1_uta,0.0,0.67,jmt,-55.486758104011194,-55.85822296142578,0.9536489310048494,14.154981035883498
mav_prodShadow1_ita1,0.0,1.02,mav,-47.85003542432598,-52.93323516845703,0.950947810625346,11.457978565644973
mam_prodShadow1_ita2,0.0,0.62,mam,-53.36300166960685,-53.5330696105957,0.950947169300721,14.538782254788234
djv_prodShadow1_ita1,0.0,0.9697732426303854,djv,-48.838308432667525,-52.84114456176758,0.9509470776829174,15.866463815127316
ems_prodShadow1_oba2,0.0,0.9247619047619048,ems,-50.77359141474185,-58.78790537516276,0.9392648673530686,10.28627016785364
bco_prodShadow1_gota1,0.0,0.6445804988662132,bco,-59.32548904418945,-58.614792823791504,0.931065795094424,10.027601670000873
bco_prodShadow1_gaka,0.0,0.536734693877551,bco,-51.460544162326386,-50.119651794433594,0.9310657492553555,6.876791811659466
mam_prodShadow1_bola2,0.0,0.72,mam,-51.256985134548614,-56.741241455078125,0.9248807249659172,14.338046642237542
mav_prodShadow1_epa2,0.0,0.974,mav,-50.9930885550902,-55.94424947102865,0.896428838179799,14.470348354072962
jmt_prodShadow1_epa,0.0,0.62,jmt,-51.551490045362904,-51.61293029785156,0.8964286423810153,13.093033941617357
blr_prodShadow1_epa1,0.0,0.805,blr,-51.836070119598766,-54.42195383707682,0.896428577114754,16.58349479657965
mam_prodShadow1_epa1,0.0,0.614,mam,-50.86480612832992,-54.14996337890625,0.896428577114754,15.172197070403124
bco_prodShadow1_epa2,0.0,0.601,bco,-52.64793294270833,-53.72512944539388,0.8964285444816235,9.030798179699694
jkw_prodShadow1_epa,0.0,0.8875056689342403,jkw,-50.01113720154494,-54.55034637451172,0.8964283160497091,12.376853996243112
ems_prodShadow1_apa,0.0,0.8918140589569161,ems,-49.770134743679776,-50.83767954508463,0.8924778545038967,9.589301313065427
jkw_prodShadow1_daka,0.0,1.194,jkw,-53.465885963760506,-59.16987323760986,0.8924773888039893,15.188761051247665
jal_prodShadow1_bala2,0.0,0.942,jal,-39.620070437167556,-43.52774429321289,0.8924773888039893,18.283741524393612
mav_prodShadow1_paka1,0.0,0.72,mav,-47.48265584309896,-47.89196968078613,0.8924773888039893,13.58565321542046
mav_prodShadow1_daka1,0.0,0.77,mav,-49.50975294237013,-50.863585472106934,0.8924773888039893,13.393705587688409
jal_prodShadow1_apa2,0.0,0.825,jal,-46.82132435993976,-49.60997517903646,0.8924773888039893,14.44170644048264
